Site,Type,Date,Number,Class,Site,Item,Qty,Amount,Balance
,Cash Sales,2025-11-07,CASH/INV/2425/02610,Unclassified,Diesel Tank 02,Lanka Auto Diesel,271.825,"63,809.85","1,900,738.37"
,Invoice,2025-11-08,CR/INV/2526/08806,Unclassified,Diesel Tank 02,Lanka Auto Diesel,74.007,"17,372.88","1,918,111.25"
,Invoice,2025-11-08,CR/INV/2526/08807,Unclassified,Diesel Tank 02,Lanka Auto Diesel,74.000,"17,371.19","1,935,482.44"
,Invoice,2025-11-08,CR/INV/2526/08808,Unclassified,Diesel Tank 02,Lanka Auto Diesel,42.000,"9,859.32","1,945,341.76"
,Cash Sales,2025-11-08,CASH/INV/2425/02618,Unclassified,Diesel Tank 02,Lanka Auto Diesel,225.993,"53,050.95","1,998,392.71"
,Invoice,2025-11-09,CR/INV/2526/08863,Unclassified,Diesel Tank 02,Lanka Auto Diesel,103.707,"24,344.92","2,022,737.63"
,Invoice,2025-11-09,CR/INV/2526/08864,Unclassified,Diesel Tank 02,Lanka Auto Diesel,40.000,"9,389.83","2,032,127.46"
,Invoice,2025-11-09,CR/INV/2526/08865,Unclassified,Diesel Tank 02,Lanka Auto Diesel,31.000,"7,277.12","2,039,404.58"
,Cash Sales,2025-11-09,CASH/INV/2425/02643,Unclassified,Diesel Tank 02,Lanka Auto Diesel,270.293,"63,450.10","2,102,854.68"
,Invoice,2025-11-10,CR/INV/2526/08870,Unclassified,Diesel Tank 02,Lanka Auto Diesel,53.430,"12,542.37","2,115,397.05"
,Invoice,2025-11-10,CR/INV/2526/08871,Unclassified,Diesel Tank 02,Lanka Auto Diesel,50.000,"11,737.29","2,127,134.34"
,Invoice,2025-11-10,CR/INV/2526/08872,Unclassified,Diesel Tank 02,Lanka Auto Diesel,80.000,"18,779.66","2,145,914.00"
,Invoice,2025-11-10,CR/INV/2526/08873,Unclassified,Diesel Tank 02,Lanka Auto Diesel,80.000,"18,779.66","2,164,693.66"
,Invoice,2025-11-10,CR/INV/2526/08874,Unclassified,Diesel Tank 02,Lanka Auto Diesel,21.210,"4,978.96","2,169,672.62"
,Invoice,2025-11-10,CR/INV/2526/08875,Unclassified,Diesel Tank 02,Lanka Auto Diesel,29.610,"6,950.82","2,176,623.44"
,Invoice,2025-11-10,CR/INV/2526/08876,Unclassified,Diesel Tank 02,Lanka Auto Diesel,40.000,"9,389.83","2,186,013.27"
,Invoice,2025-11-10,CR/INV/2526/08877,Unclassified,Diesel Tank 02,Lanka Auto Diesel,40.000,"9,389.83","2,195,403.10"
,Invoice,2025-11-10,CR/INV/2526/08878,Unclassified,Diesel Tank 02,Lanka Auto Diesel,45.000,"10,563.56","2,205,966.66"
,Invoice,2025-11-10,CR/INV/2526/08879,Unclassified,Diesel Tank 02,Lanka Auto Diesel,18.000,"4,225.42","2,210,192.09"
,Invoice,2025-11-10,CR/INV/2526/08880,Unclassified,Diesel Tank 02,Lanka Auto Diesel,45.000,"10,563.56","2,220,755.64"
,Cash Sales,2025-11-10,CASH/INV/2425/02645,Unclassified,Diesel Tank 02,Lanka Auto Diesel,121.751,"28,580.53","2,249,336.18"
,Cash Sales,2025-11-11,CASH/INV/2425/02662,Unclassified,Diesel Tank 02,Lanka Auto Diesel,104.000,"24,413.59","2,273,749.76"
,Invoice,2025-11-12,CR/INV/2526/09009,Unclassified,Diesel Tank 02,Lanka Auto Diesel,401.408,"94,228.81","2,367,978.58"
,Invoice,2025-11-12,CR/INV/2526/09010,Unclassified,Diesel Tank 02,Lanka Auto Diesel,86.910,"20,401.70","2,388,380.27"
,Invoice,2025-11-12,CR/INV/2526/09011,Unclassified,Diesel Tank 02,Lanka Auto Diesel,60.000,"14,084.75","2,402,465.02"
,Invoice,2025-11-12,CR/INV/2526/09012,Unclassified,Diesel Tank 02,Lanka Auto Diesel,15.000,"3,521.19","2,405,986.20"
,Invoice,2025-11-12,CR/INV/2526/09013,Unclassified,Diesel Tank 02,Lanka Auto Diesel,30.000,"7,042.37","2,413,028.58"
,Invoice,2025-11-12,CR/INV/2526/09014,Unclassified,Diesel Tank 02,Lanka Auto Diesel,32.000,"7,511.86","2,420,540.44"
,Invoice,2025-11-12,CR/INV/2526/09015,Unclassified,Diesel Tank 02,Lanka Auto Diesel,20.470,"4,805.25","2,425,345.69"
,Invoice,2025-11-12,CR/INV/2526/09016,Unclassified,Diesel Tank 02,Lanka Auto Diesel,34.000,"7,981.36","2,433,327.04"
,Invoice,2025-11-12,CR/INV/2526/09017,Unclassified,Diesel Tank 02,Lanka Auto Diesel,34.000,"7,981.36","2,441,308.40"
,Invoice,2025-11-12,CR/INV/2526/09018,Unclassified,Diesel Tank 02,Lanka Auto Diesel,56.000,"13,145.76","2,454,454.16"
,Invoice,2025-11-12,CR/INV/2526/09019,Unclassified,Diesel Tank 02,Lanka Auto Diesel,50.000,"11,737.29","2,466,191.45"
,Cash Sales,2025-11-12,CASH/INV/2425/02692,Unclassified,Diesel Tank 02,Lanka Auto Diesel,374.213,"87,845.03","2,554,036.48"
,Invoice,2025-11-14,CR/INV/2526/09102,Unclassified,Diesel Tank 02,Lanka Auto Diesel,327.798,"76,949.15","2,630,985.64"
,Invoice,2025-11-14,CR/INV/2526/09103,Unclassified,Diesel Tank 02,Lanka Auto Diesel,14.610,"3,429.64","2,634,415.27"
,Invoice,2025-11-14,CR/INV/2526/09104,Unclassified,Diesel Tank 02,Lanka Auto Diesel,40.000,"9,389.83","2,643,805.10"
,Invoice,2025-11-14,CR/INV/2526/09105,Unclassified,Diesel Tank 02,Lanka Auto Diesel,35.000,"8,216.10","2,652,021.21"
,Invoice,2025-11-14,CR/INV/2526/09106,Unclassified,Diesel Tank 02,Lanka Auto Diesel,57.000,"13,380.51","2,665,401.71"
,Invoice,2025-11-14,CR/INV/2526/09107,Unclassified,Diesel Tank 02,Lanka Auto Diesel,33.000,"7,746.61","2,673,148.32"
,Invoice,2025-11-14,CR/INV/2526/09108,Unclassified,Diesel Tank 02,Lanka Auto Diesel,44.000,"10,328.81","2,683,477.14"
,Cash Sales,2025-11-14,CASH/INV/2425/02719,Unclassified,Diesel Tank 02,Lanka Auto Diesel,606.593,"142,395.21","2,825,872.35"
,Invoice,2025-11-15,CR/INV/2526/09111,Unclassified,Diesel Tank 02,Lanka Auto Diesel,242.888,"57,016.95","2,882,889.30"
,Invoice,2025-11-15,CR/INV/2526/09112,Unclassified,Diesel Tank 02,Lanka Auto Diesel,5.415,"1,271.19","2,884,160.49"
,Invoice,2025-11-15,CR/INV/2526/09113,Unclassified,Diesel Tank 02,Lanka Auto Diesel,144.404,"33,898.31","2,918,058.79"
,Invoice,2025-11-15,CR/INV/2526/09114,Unclassified,Diesel Tank 02,Lanka Auto Diesel,50.000,"11,737.29","2,929,796.08"
,Invoice,2025-11-15,CR/INV/2526/09115,Unclassified,Diesel Tank 02,Lanka Auto Diesel,24.000,"5,633.90","2,935,429.98"
,Invoice,2025-11-15,CR/INV/2526/09116,Unclassified,Diesel Tank 02,Lanka Auto Diesel,41.010,"9,626.92","2,945,056.90"
,Invoice,2025-11-15,CR/INV/2526/09117,Unclassified,Diesel Tank 02,Lanka Auto Diesel,35.000,"8,216.10","2,953,273.00"
,Invoice,2025-11-15,CR/INV/2526/09118,Unclassified,Diesel Tank 02,Lanka Auto Diesel,70.000,"16,432.20","2,969,705.21"
,Invoice,2025-11-15,CR/INV/2526/09119,Unclassified,Diesel Tank 02,Lanka Auto Diesel,20.000,"4,694.92","2,974,400.12"
,Cash Sales,2025-11-15,CASH/INV/2425/02725,Unclassified,Diesel Tank 02,Lanka Auto Diesel,430.283,"101,007.23","3,075,407.35"
,Invoice,2025-11-17,CR/INV/2526/09189,Unclassified,Diesel Tank 02,Lanka Auto Diesel,207.401,"48,686.44","3,124,093.79"
,Invoice,2025-11-17,CR/INV/2526/09190,Unclassified,Diesel Tank 02,Lanka Auto Diesel,36.101,"8,474.58","3,132,568.37"
,Invoice,2025-11-17,CR/INV/2526/09191,Unclassified,Diesel Tank 02,Lanka Auto Diesel,40.000,"9,389.83","3,141,958.20"
,Invoice,2025-11-17,CR/INV/2526/09192,Unclassified,Diesel Tank 02,Lanka Auto Diesel,80.590,"18,918.14","3,160,876.33"
,Invoice,2025-11-17,CR/INV/2526/09193,Unclassified,Diesel Tank 02,Lanka Auto Diesel,15.000,"3,521.19","3,164,397.52"
,Invoice,2025-11-17,CR/INV/2526/09194,Unclassified,Diesel Tank 02,Lanka Auto Diesel,23.000,"5,399.15","3,169,796.67"
,Invoice,2025-11-17,CR/INV/2526/09200,Unclassified,Diesel Tank 02,Lanka Auto Diesel,111.682,"26,216.95","3,196,013.62"
,Invoice,2025-11-17,CR/INV/2526/09201,Unclassified,Diesel Tank 02,Lanka Auto Diesel,15.000,"3,521.19","3,199,534.81"
,Invoice,2025-11-17,CR/INV/2526/09202,Unclassified,Diesel Tank 02,Lanka Auto Diesel,30.000,"7,042.37","3,206,577.18"
,Invoice,2025-11-17,CR/INV/2526/09203,Unclassified,Diesel Tank 02,Lanka Auto Diesel,45.000,"10,563.56","3,217,140.74"
,Cash Sales,2025-11-17,CASH/INV/2425/02758,Unclassified,Diesel Tank 02,Lanka Auto Diesel,1549.909,"363,834.87","3,580,975.61"
,Cash Sales,2025-11-17,CASH/INV/2425/02764,Unclassified,Diesel Tank 02,Lanka Auto Diesel,421.318,"98,902.69","3,679,878.30"
,Invoice,2025-11-18,CR/INV/2526/09245,Unclassified,Diesel Tank 02,Lanka Auto Diesel,17.000,"3,990.68","3,683,868.98"
,Invoice,2025-11-18,CR/INV/2526/09246,Unclassified,Diesel Tank 02,Lanka Auto Diesel,15.000,"3,521.19","3,687,390.16"
,Invoice,2025-11-18,CR/INV/2526/09247,Unclassified,Diesel Tank 02,Lanka Auto Diesel,21.000,"4,929.66","3,692,319.82"
,Invoice,2025-11-18,CR/INV/2526/09248,Unclassified,Diesel Tank 02,Lanka Auto Diesel,85.000,"19,953.39","3,712,273.21"
,Invoice,2025-11-18,CR/INV/2526/09249,Unclassified,Diesel Tank 02,Lanka Auto Diesel,78.000,"18,310.17","3,730,583.38"
,Invoice,2025-11-18,CR/INV/2526/09250,Unclassified,Diesel Tank 02,Lanka Auto Diesel,35.000,"8,216.10","3,738,799.48"
,Invoice,2025-11-18,CR/INV/2526/09251,Unclassified,Diesel Tank 02,Lanka Auto Diesel,35.000,"8,216.10","3,747,015.59"
,Invoice,2025-11-18,CR/INV/2526/09252,Unclassified,Diesel Tank 02,Lanka Auto Diesel,24.000,"5,633.90","3,752,649.48"
,Invoice,2025-11-18,CR/INV/2526/09253,Unclassified,Diesel Tank 02,Lanka Auto Diesel,32.000,"7,511.86","3,760,161.35"
,Invoice,2025-11-18,CR/INV/2526/09254,Unclassified,Diesel Tank 02,Lanka Auto Diesel,29.000,"6,807.63","3,766,968.98"
,Invoice,2025-11-18,CR/INV/2526/09255,Unclassified,Diesel Tank 02,Lanka Auto Diesel,40.000,"9,389.83","3,776,358.81"
,Invoice,2025-11-18,CR/INV/2526/09256,Unclassified,Diesel Tank 02,Lanka Auto Diesel,23.010,"5,401.50","3,781,760.31"
,Cash Sales,2025-11-18,CASH/INV/2425/02778,Unclassified,Diesel Tank 02,Lanka Auto Diesel,1375.990,"323,008.25","4,104,768.56"
,Invoice,2025-11-19,CR/INV/2526/09283,Unclassified,Diesel Tank 02,Lanka Auto Diesel,448.014,"105,169.49","4,209,938.05"
,Invoice,2025-11-19,CR/INV/2526/09284,Unclassified,Diesel Tank 02,Lanka Auto Diesel,30.000,"7,042.37","4,216,980.43"
,Invoice,2025-11-19,CR/INV/2526/09285,Unclassified,Diesel Tank 02,Lanka Auto Diesel,68.007,"15,964.41","4,232,944.83"
,Invoice,2025-11-19,CR/INV/2526/09286,Unclassified,Diesel Tank 02,Lanka Auto Diesel,30.000,"7,042.37","4,239,987.21"
,Invoice,2025-11-19,CR/INV/2526/09287,Unclassified,Diesel Tank 02,Lanka Auto Diesel,11.860,"2,784.09","4,242,771.29"
,Invoice,2025-11-19,CR/INV/2526/09288,Unclassified,Diesel Tank 02,Lanka Auto Diesel,20.007,"4,696.61","4,247,467.90"
,Invoice,2025-11-19,CR/INV/2526/09289,Unclassified,Diesel Tank 02,Lanka Auto Diesel,15.000,"3,521.19","4,250,989.09"
,Invoice,2025-11-19,CR/INV/2526/09290,Unclassified,Diesel Tank 02,Lanka Auto Diesel,20.000,"4,694.92","4,255,684.00"
,Invoice,2025-11-19,CR/INV/2526/09291,Unclassified,Diesel Tank 02,Lanka Auto Diesel,50.000,"11,737.29","4,267,421.29"
,Invoice,2025-11-19,CR/INV/2526/09292,Unclassified,Diesel Tank 02,Lanka Auto Diesel,32.350,"7,594.03","4,275,015.31"
,Invoice,2025-11-19,CR/INV/2526/09293,Unclassified,Diesel Tank 02,Lanka Auto Diesel,22.000,"5,164.41","4,280,179.72"
,Cash Sales,2025-11-19,CASH/INV/2425/02793,Unclassified,Diesel Tank 02,Lanka Auto Diesel,932.762,"218,962.12","4,499,141.84"
,Invoice,2025-11-20,CR/INV/2526/09333,Unclassified,Diesel Tank 02,Lanka Auto Diesel,386.931,"90,830.51","4,589,972.35"
