Site,Type,Date,Number,Class,Site,Item,Qty,Amount,Balance
,Invoice,2025-12-31,CR/INV/2526/10954,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,8.000,"1,993.22","21,447,916.05"
,Cash Sales,2025-12-31,CASH/INV/2425/03347,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,820.450,"204,417.53","21,652,333.57"
,Cash Sales,2025-12-31,CASH/INV/2425/03350,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,213.000,"53,069.59","21,705,403.16"
,Cash Sales,2025-12-31,CASH/INV/2425/03356,Unclassified,Petrol Tank 01,Lanka Petrol 92 Octane,1658.236,"413,154.42","22,118,557.59"
Petrol Tank 02,Invoice,2025-12-01,CR/INV/2526/09709,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,119.537,"29,783.05","29,783.05"
,Invoice,2025-12-01,CR/INV/2526/09710,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.000,"7,474.58","37,257.63"
,Invoice,2025-12-01,CR/INV/2526/09711,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.000,"7,474.58","44,732.20"
,Invoice,2025-12-01,CR/INV/2526/09712,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,494.92","46,227.12"
,Invoice,2025-12-01,CR/INV/2526/09713,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","48,220.34"
,Invoice,2025-12-01,CR/INV/2526/09714,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","50,213.56"
,Invoice,2025-12-01,CR/INV/2526/09715,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","52,206.78"
,Cash Sales,2025-12-01,CASH/INV/2425/02952,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1126.833,"280,753.81","332,960.59"
,Invoice,2025-12-02,CR/INV/2526/09725,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,341.435,"85,069.49","418,030.08"
,Invoice,2025-12-02,CR/INV/2526/09726,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,115.646,"28,813.56","446,843.64"
,Invoice,2025-12-02,CR/INV/2526/09743,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,678.720,"169,105.09","615,948.73"
,Invoice,2025-12-02,CR/INV/2526/09744,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,168.809,"42,059.32","658,008.05"
,Invoice,2025-12-02,CR/INV/2526/09745,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,297.863,"74,213.56","732,221.61"
,Invoice,2025-12-02,CR/INV/2526/09746,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,491.53","734,713.13"
,Invoice,2025-12-02,CR/INV/2526/09747,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.000,"2,242.37","736,955.51"
,Invoice,2025-12-02,CR/INV/2526/09748,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","738,948.73"
,Cash Sales,2025-12-02,CASH/INV/2425/02957,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1907.279,"475,204.34","1,214,153.07"
,Cash Sales,2025-12-02,CASH/INV/2425/02963,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1489.521,"371,118.61","1,585,271.68"
,Cash Sales,2025-12-02,CASH/INV/2425/02964,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,92.547,"23,058.28","1,608,329.96"
,Invoice,2025-12-03,CR/INV/2526/09750,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,223.027,"55,567.80","1,663,897.75"
,Invoice,2025-12-03,CR/INV/2526/09751,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,52.551,"13,093.22","1,676,990.97"
,Invoice,2025-12-03,CR/INV/2526/09752,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,329.163,"82,011.86","1,759,002.84"
,Invoice,2025-12-03,CR/INV/2526/09753,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2.000,498.31,"1,759,501.14"
,Invoice,2025-12-03,CR/INV/2526/09754,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","1,761,494.36"
,Invoice,2025-12-03,CR/INV/2526/09755,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.316,"2,570.34","1,764,064.70"
,Invoice,2025-12-03,CR/INV/2526/09757,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,728.835,"181,591.53","1,945,656.23"
,Invoice,2025-12-03,CR/INV/2526/09758,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,105.085,"26,182.20","1,971,838.43"
,Invoice,2025-12-03,CR/INV/2526/09759,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,35.000,"8,720.34","1,980,558.77"
,Invoice,2025-12-03,CR/INV/2526/09760,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,245.76","1,981,804.53"
,Invoice,2025-12-03,CR/INV/2526/09761,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,372.078,"92,704.24","2,074,508.77"
,Invoice,2025-12-03,CR/INV/2526/09762,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,26.531,"6,610.17","2,081,118.94"
,Invoice,2025-12-03,CR/INV/2526/09763,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,245.76","2,082,364.70"
,Invoice,2025-12-03,CR/INV/2526/09764,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.000,"1,744.07","2,084,108.77"
,Cash Sales,2025-12-03,CASH/INV/2425/02968,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,266.272,"66,342.53","2,150,451.30"
,Cash Sales,2025-12-03,CASH/INV/2425/02969,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,519.561,"129,450.20","2,279,901.50"
,Cash Sales,2025-12-03,CASH/INV/2425/02971,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1525.460,"380,072.90","2,659,974.40"
,Cash Sales,2025-12-03,CASH/INV/2425/02972,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1892.552,"471,534.98","3,131,509.38"
,Invoice,2025-12-04,CR/INV/2526/09782,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,475.972,"118,589.83","3,250,099.21"
,Invoice,2025-12-04,CR/INV/2526/09783,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,36.531,"9,101.70","3,259,200.90"
,Invoice,2025-12-04,CR/INV/2526/09784,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","3,261,194.12"
,Invoice,2025-12-04,CR/INV/2526/09789,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,505.295,"125,895.76","3,387,089.89"
,Invoice,2025-12-04,CR/INV/2526/09790,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,107.415,"26,762.71","3,413,852.60"
,Invoice,2025-12-04,CR/INV/2526/09791,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,395.707,"98,591.53","3,512,444.12"
,Invoice,2025-12-04,CR/INV/2526/09792,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,34.014,"8,474.58","3,520,918.70"
,Cash Sales,2025-12-04,CASH/INV/2425/02980,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,123.298,"30,719.96","3,551,638.66"
,Cash Sales,2025-12-04,CASH/INV/2425/02982,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,117.940,"29,385.16","3,581,023.82"
,Cash Sales,2025-12-04,CASH/INV/2425/02984,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1909.110,"475,660.41","4,056,684.23"
,Cash Sales,2025-12-04,CASH/INV/2425/02985,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,792.280,"197,398.94","4,254,083.17"
,Invoice,2025-12-05,CR/INV/2526/09816,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,264.074,"65,794.92","4,319,878.08"
,Invoice,2025-12-05,CR/INV/2526/09817,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.313,"1,822.03","4,321,700.12"
,Invoice,2025-12-05,CR/INV/2526/09818,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,13.605,"3,389.83","4,325,089.95"
,Invoice,2025-12-05,CR/INV/2526/09819,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,27.211,"6,779.66","4,331,869.61"
,Invoice,2025-12-05,CR/INV/2526/09820,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,27.211,"6,779.66","4,338,649.27"
,Invoice,2025-12-05,CR/INV/2526/09822,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,512.407,"127,667.80","4,466,317.07"
,Invoice,2025-12-05,CR/INV/2526/09823,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.136,"7,508.48","4,473,825.54"
,Invoice,2025-12-05,CR/INV/2526/09824,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.500,"2,117.80","4,475,943.34"
,Invoice,2025-12-05,CR/INV/2526/09880,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,94.490,"23,542.37","4,499,485.71"
,Invoice,2025-12-05,CR/INV/2526/09881,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,40.920,"10,195.32","4,509,681.03"
,Cash Sales,2025-12-05,CASH/INV/2425/02993,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,185.976,"46,336.39","4,556,017.42"
,Cash Sales,2025-12-05,CASH/INV/2425/02995,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1453.447,"362,130.63","4,918,148.05"
,Cash Sales,2025-12-05,CASH/INV/2425/03016,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,523.110,"130,334.54","5,048,482.59"
,Invoice,2025-12-06,CR/INV/2526/09855,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,380.578,"94,822.03","5,143,304.63"
,Invoice,2025-12-06,CR/INV/2526/09856,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,68.061,"16,957.63","5,160,262.25"
,Invoice,2025-12-06,CR/INV/2526/09857,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,326.527,"81,355.09","5,241,617.34"
,Invoice,2025-12-06,CR/INV/2526/09858,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,40.476,"10,084.75","5,251,702.08"
,Invoice,2025-12-06,CR/INV/2526/09859,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,37.420,"9,323.29","5,261,025.37"
,Invoice,2025-12-06,CR/INV/2526/09871,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,77.891,"19,406.78","5,280,432.15"
,Cash Sales,2025-12-06,CASH/INV/2425/03006,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1881.091,"468,679.56","5,749,111.71"
,Cash Sales,2025-12-06,CASH/INV/2425/03008,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,383.237,"95,484.74","5,844,596.45"
,Cash Sales,2025-12-06,CASH/INV/2425/03011,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,63.249,"15,758.68","5,860,355.13"
,Invoice,2025-12-07,CR/INV/2526/09872,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,206.360,"51,415.25","5,911,770.38"
,Invoice,2025-12-07,CR/INV/2526/09873,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,66.667,"16,610.17","5,928,380.55"
,Invoice,2025-12-07,CR/INV/2526/09874,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,491.53","5,930,872.07"
,Invoice,2025-12-07,CR/INV/2526/09893,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,544.567,"135,680.51","6,066,552.58"
,Invoice,2025-12-07,CR/INV/2526/09894,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,17.007,"4,237.29","6,070,789.87"
,Cash Sales,2025-12-07,CASH/INV/2425/03013,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,111.863,"27,871.08","6,098,660.95"
,Cash Sales,2025-12-07,CASH/INV/2425/03021,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2127.806,"530,149.30","6,628,810.24"
,Invoice,2025-12-08,CR/INV/2526/09926,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,438.571,"109,271.19","6,738,081.43"
,Invoice,2025-12-08,CR/INV/2526/09927,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.884,"2,711.86","6,740,793.29"
,Invoice,2025-12-08,CR/INV/2526/09928,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","6,742,786.51"
,Invoice,2025-12-08,CR/INV/2526/09929,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.590,"1,641.92","6,744,428.43"
,Invoice,2025-12-08,CR/INV/2526/09930,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,3.130,779.85,"6,745,208.28"
,Invoice,2025-12-08,CR/INV/2526/09931,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,491.53","6,747,699.80"
,Invoice,2025-12-08,CR/INV/2526/09932,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,245.76","6,748,945.56"
,Invoice,2025-12-08,CR/INV/2526/09933,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","6,750,938.78"
,Invoice,2025-12-08,CR/INV/2526/09934,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","6,752,932.00"
,Invoice,2025-12-08,CR/INV/2526/09935,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,24.500,"6,104.24","6,759,036.24"
,Invoice,2025-12-08,CR/INV/2526/09954,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,344.506,"85,834.75","6,844,870.99"
,Invoice,2025-12-08,CR/INV/2526/09955,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,31.600,"7,873.22","6,852,744.21"
,Invoice,2025-12-08,CR/INV/2526/09956,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.000,"1,744.07","6,854,488.27"
,Cash Sales,2025-12-08,CASH/INV/2425/03031,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,187.385,"46,687.58","6,901,175.85"
,Cash Sales,2025-12-08,CASH/INV/2425/03036,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1986.914,"495,045.56","7,396,221.41"
,Invoice,2025-12-09,CR/INV/2526/09977,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,507.064,"126,336.44","7,522,557.85"
,Invoice,2025-12-09,CR/INV/2526/09978,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.374,"7,567.80","7,530,125.65"
,Invoice,2025-12-09,CR/INV/2526/09979,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.200,"1,793.90","7,531,919.55"
,Invoice,2025-12-09,CR/INV/2526/09980,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,31.640,"7,883.19","7,539,802.73"
,Invoice,2025-12-09,CR/INV/2526/09992,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,323.312,"80,554.24","7,620,356.97"
,Invoice,2025-12-09,CR/INV/2526/09993,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,17.007,"4,237.29","7,624,594.26"
,Invoice,2025-12-09,CR/INV/2526/09994,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.000,"7,474.58","7,632,068.83"
,Invoice,2025-12-09,CR/INV/2526/09995,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,494.92","7,633,563.75"
,Invoice,2025-12-09,CR/INV/2526/09996,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","7,635,556.97"
,Invoice,2025-12-09,CR/INV/2526/09997,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,494.92","7,637,051.88"
,Invoice,2025-12-09,CR/INV/2526/09998,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,494.92","7,638,546.80"
,Cash Sales,2025-12-09,CASH/INV/2425/03044,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1751.512,"436,394.54","8,074,941.34"
,Cash Sales,2025-12-09,CASH/INV/2425/03050,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,435.751,"108,568.67","8,183,510.01"
,Invoice,2025-12-10,CR/INV/2526/09988,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,327.357,"81,561.86","8,265,071.87"
,Invoice,2025-12-10,CR/INV/2526/09989,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,27.211,"6,779.66","8,271,851.53"
,Invoice,2025-12-10,CR/INV/2526/09990,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,35.180,"8,765.19","8,280,616.72"
,Invoice,2025-12-10,CR/INV/2526/09991,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","8,282,609.94"
,Invoice,2025-12-10,CR/INV/2526/10015,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,622.455,"155,086.44","8,437,696.38"
,Invoice,2025-12-10,CR/INV/2526/10016,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,198.255,"49,395.76","8,487,092.14"
,Invoice,2025-12-10,CR/INV/2526/10017,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,11.000,"2,740.69","8,489,832.83"
,Invoice,2025-12-10,CR/INV/2526/10062,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,89.456,"22,288.14","8,512,120.97"
,Credit Memo,2025-12-10,CRN/2526/00026,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,-11.000,"-2,740.65","8,509,380.32"
,Cash Sales,2025-12-10,CASH/INV/2425/03049,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,153.583,"38,265.59","8,547,645.91"
,Cash Sales,2025-12-10,CASH/INV/2425/03060,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2163.971,"539,159.77","9,086,805.68"
,Cash Sales,2025-12-10,CASH/INV/2425/03061,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,0.000,0,"9,086,805.68"
,Cash Sales,2025-12-10,CASH/INV/2425/03070,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,398.104,"99,188.90","9,185,994.58"
,Invoice,2025-12-11,CR/INV/2526/10067,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,317.006,"78,983.05","9,264,977.63"
,Invoice,2025-12-11,CR/INV/2526/10078,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,84.612,"21,081.36","9,286,058.98"
,Invoice,2025-12-11,CR/INV/2526/10079,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","9,288,052.20"
,Invoice,2025-12-11,CR/INV/2526/10083,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,285.646,"71,169.49","9,359,221.70"
,Invoice,2025-12-11,CR/INV/2526/10084,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,33.435,"8,330.51","9,367,552.20"
,Invoice,2025-12-11,CR/INV/2526/10085,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.830,"2,449.17","9,370,001.37"
,Cash Sales,2025-12-11,CASH/INV/2425/03077,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,199.914,"49,809.12","9,419,810.49"
,Cash Sales,2025-12-11,CASH/INV/2425/03081,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,694.788,"173,108.50","9,592,918.99"
,Cash Sales,2025-12-11,CASH/INV/2425/03084,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2085.599,"519,633.24","10,112,552.23"
,Invoice,2025-12-12,CR/INV/2526/10096,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,81.020,"20,186.44","10,132,738.67"
,Invoice,2025-12-12,CR/INV/2526/10097,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,70.410,"17,542.83","10,150,281.50"
,Invoice,2025-12-12,CR/INV/2526/10098,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,35.800,"8,919.66","10,159,201.16"
,Invoice,2025-12-12,CR/INV/2526/10099,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","10,161,194.38"
,Invoice,2025-12-12,CR/INV/2526/10115,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,195.782,"48,779.66","10,209,974.04"
,Invoice,2025-12-12,CR/INV/2526/10116,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.680,"7,644.07","10,217,618.11"
,Invoice,2025-12-12,CR/INV/2526/10117,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,16.260,"4,051.22","10,221,669.33"
,Invoice,2025-12-12,CR/INV/2526/10118,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.000,"1,245.76","10,222,915.09"
,Invoice,2025-12-12,CR/INV/2526/10128,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,354.285,"88,271.19","10,311,186.28"
,Invoice,2025-12-12,CR/INV/2526/10129,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,164.319,"40,940.68","10,352,126.96"
,Cash Sales,2025-12-12,CASH/INV/2425/03088,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,23.740,"5,914.88","10,358,041.84"
,Cash Sales,2025-12-12,CASH/INV/2425/03090,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,293.868,"73,218.06","10,431,259.90"
,Cash Sales,2025-12-12,CASH/INV/2425/03095,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,2465.585,"614,307.88","11,045,567.78"
,Cash Sales,2025-12-12,CASH/INV/2425/03096,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,51.651,"12,868.90","11,058,436.68"
,Invoice,2025-12-13,CR/INV/2526/10167,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,688.176,"171,461.02","11,229,897.69"
,Invoice,2025-12-13,CR/INV/2526/10168,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,39.460,"9,831.56","11,239,729.25"
,Invoice,2025-12-13,CR/INV/2526/10169,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","11,241,722.47"
,Invoice,2025-12-13,CR/INV/2526/10173,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,76.473,"19,053.39","11,260,775.86"
,Invoice,2025-12-13,CR/INV/2526/10176,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,97.789,"24,364.41","11,285,140.27"
,Invoice,2025-12-13,CR/INV/2526/10177,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,491.53","11,287,631.80"
,Cash Sales,2025-12-13,CASH/INV/2425/03105,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,137.354,"34,222.28","11,321,854.08"
,Cash Sales,2025-12-13,CASH/INV/2425/03107,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1039.777,"259,063.64","11,580,917.72"
,Cash Sales,2025-12-13,CASH/INV/2425/03109,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1151.631,"286,932.34","11,867,850.06"
,Invoice,2025-12-14,CR/INV/2526/10197,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,380.731,"94,860.17","11,962,710.23"
,Invoice,2025-12-14,CR/INV/2526/10198,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,42.204,"10,515.25","11,973,225.48"
,Invoice,2025-12-14,CR/INV/2526/10204,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,130.775,"32,583.05","12,005,808.53"
,Invoice,2025-12-14,CR/INV/2526/10210,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,487.622,"121,492.37","12,127,300.91"
,Invoice,2025-12-14,CR/INV/2526/10211,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,79.667,"19,849.15","12,147,150.06"
,Cash Sales,2025-12-14,CASH/INV/2425/03119,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,222.595,"55,460.31","12,202,610.37"
,Cash Sales,2025-12-14,CASH/INV/2425/03123,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,700.945,"174,642.48","12,377,252.86"
,Cash Sales,2025-12-14,CASH/INV/2425/03126,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1784.362,"444,579.13","12,821,831.98"
,Invoice,2025-12-15,CR/INV/2526/10232,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,151.986,"37,867.80","12,859,699.78"
,Invoice,2025-12-15,CR/INV/2526/10233,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,21.000,"5,232.20","12,864,931.98"
,Invoice,2025-12-15,CR/INV/2526/10234,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,30.000,"7,474.58","12,872,406.56"
,Invoice,2025-12-15,CR/INV/2526/10235,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,497.373,"123,922.03","12,996,328.59"
,Invoice,2025-12-15,CR/INV/2526/10236,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,10.000,"2,491.53","12,998,820.12"
,Invoice,2025-12-15,CR/INV/2526/10290,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,63.605,"15,847.46","13,014,667.58"
,Invoice,2025-12-15,CR/INV/2526/10291,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,325.649,"81,136.44","13,095,804.02"
,Invoice,2025-12-15,CR/INV/2526/10292,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,50.163,"12,498.31","13,108,302.32"
,Invoice,2025-12-15,CR/INV/2526/10293,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,9.280,"2,312.14","13,110,614.46"
,Invoice,2025-12-15,CR/INV/2526/10294,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.000,"1,744.07","13,112,358.53"
,Invoice,2025-12-15,CR/INV/2526/10295,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,3.401,847.46,"13,113,205.98"
,Cash Sales,2025-12-15,CASH/INV/2425/03135,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,724.754,"180,574.63","13,293,780.61"
,Cash Sales,2025-12-15,CASH/INV/2425/03136,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,1783.737,"444,423.37","13,738,203.98"
,Cash Sales,2025-12-15,CASH/INV/2425/03152,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,187.921,"46,821.11","13,785,025.09"
,Invoice,2025-12-16,CR/INV/2526/10237,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,277.234,"69,073.73","13,854,098.82"
,Invoice,2025-12-16,CR/INV/2526/10238,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,7.823,"1,949.15","13,856,047.98"
,Invoice,2025-12-16,CR/INV/2526/10239,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,6.000,"1,494.92","13,857,542.89"
,Invoice,2025-12-16,CR/INV/2526/10240,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,8.000,"1,993.22","13,859,536.11"
,Invoice,2025-12-16,CR/INV/2526/10241,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,5.310,"1,323.00","13,860,859.11"
,Invoice,2025-12-16,CR/INV/2526/10242,Unclassified,Petrol Tank 02,Lanka Petrol 92 Octane,94.976,"23,663.56","13,884,522.67"
